fastqs,sample,library_type
/usr/local/AGFORTELNY/PROJECTS/TfCf/RawData/ECCITE2/,SITTH3,Gene Expression
/usr/local/AGFORTELNY/PROJECTS/TfCf/RawData/ECCITE2/,SINTF10,CRISPR Guide Capture
