Gene	CF	Population
Gm28196	Smarcb1	Leukemia
Gm28289	Smarcb1	Leukemia
Gm28322	Smarcb1	Leukemia
Gm28497	Smarcb1	Leukemia
Gm28505	Smarcb1	Leukemia
Gm28587	Smarcb1	Leukemia
Gm28610	Smarcb1	Leukemia
Gm28616	Smarcb1	Leukemia
Gm28821	Smarcb1	Leukemia
Gm28881	Smarcb1	Leukemia
Gm29010	Smarcb1	Leukemia
Gm29020	Smarcb1	Leukemia
Gm29050	Smarcb1	Leukemia
Gm29052	Smarcb1	Leukemia
Gm29069	Smarcb1	Leukemia
Gm29099	Smarcb1	Leukemia
Gm29133	Smarcb1	Leukemia
Gm29237	Smarcb1	Leukemia
Gm29261	Smarcb1	Leukemia
Gm29266	Smarcb1	Leukemia
Gm29387	Smarcb1	Leukemia
Gm29417	Smarcb1	Leukemia
Gm29418	Smarcb1	Leukemia
Gm29536	Smarcb1	Leukemia
Gm29570	Smarcb1	Leukemia
Gm29591	Smarcb1	Leukemia
Gm29811	Smarcb1	Leukemia
Gm29825	Smarcb1	Leukemia
Gm30003	Smarcb1	Leukemia
Gm30042	Smarcb1	Leukemia
Gm30043	Smarcb1	Leukemia
Gm30146	Smarcb1	Leukemia
Gm30332	Smarcb1	Leukemia
Gm30339	Smarcb1	Leukemia
Gm30414	Smarcb1	Leukemia
Gm30454	Smarcb1	Leukemia
Gm30498	Smarcb1	Leukemia
Gm30624	Smarcb1	Leukemia
Gm30725	Smarcb1	Leukemia
Gm30726	Smarcb1	Leukemia
Gm30781	Smarcb1	Leukemia
Gm30808	Smarcb1	Leukemia
Gm30873	Smarcb1	Leukemia
Gm31107	Smarcb1	Leukemia
Gm31456	Smarcb1	Leukemia
Gm31462	Smarcb1	Leukemia
Gm31463	Smarcb1	Leukemia
Gm31497	Smarcb1	Leukemia
Gm31592	Smarcb1	Leukemia
Gm31727	Smarcb1	Leukemia
Gm31881	Smarcb1	Leukemia
Gm31933	Smarcb1	Leukemia
Gm31983	Smarcb1	Leukemia
Gm32014	Smarcb1	Leukemia
Gm32123	Smarcb1	Leukemia
Gm32184	Smarcb1	Leukemia
Gm32364	Smarcb1	Leukemia
Gm32455	Smarcb1	Leukemia
Gm32479	Smarcb1	Leukemia
Gm32486	Smarcb1	Leukemia
Gm32554	Smarcb1	Leukemia
Gm3279	Smarcb1	Leukemia
Gm32817	Smarcb1	Leukemia
Gm32828	Smarcb1	Leukemia
Gm33299	Smarcb1	Leukemia
Gm33474	Smarcb1	Leukemia
Gm33570	Smarcb1	Leukemia
Gm33756	Smarcb1	Leukemia
Gm33819	Smarcb1	Leukemia
Gm33847	Smarcb1	Leukemia
Gm33926	Smarcb1	Leukemia
Gm34105	Smarcb1	Leukemia
Gm34280	Smarcb1	Leukemia
Gm34322	Smarcb1	Leukemia
Gm34562	Smarcb1	Leukemia
Gm34639	Smarcb1	Leukemia
Gm34648	Smarcb1	Leukemia
Gm34667	Smarcb1	Leukemia
Gm34794	Smarcb1	Leukemia
Gm34804	Smarcb1	Leukemia
Gm35019	Smarcb1	Leukemia
Gm35037	Smarcb1	Leukemia
Gm35097	Smarcb1	Leukemia
Gm35172	Smarcb1	Leukemia
Gm35189	Smarcb1	Leukemia
Gm35216	Smarcb1	Leukemia
Gm35239	Smarcb1	Leukemia
Gm35333	Smarcb1	Leukemia
Gm35363	Smarcb1	Leukemia
Gm35404	Smarcb1	Leukemia
Gm35692	Smarcb1	Leukemia
Gm36017	Smarcb1	Leukemia
Gm36033	Smarcb1	Leukemia
Gm36120	Smarcb1	Leukemia
Gm36198	Smarcb1	Leukemia
Gm36235	Smarcb1	Leukemia
Gm36264	Smarcb1	Leukemia
Gm36419	Smarcb1	Leukemia
Gm36548	Smarcb1	Leukemia
Gm36667	Smarcb1	Leukemia
Gm36719	Smarcb1	Leukemia
Gm36723	Smarcb1	Leukemia
Gm36752	Smarcb1	Leukemia
Gm36814	Smarcb1	Leukemia
Gm36860	Smarcb1	Leukemia
Gm36992	Smarcb1	Leukemia
Gm37173	Smarcb1	Leukemia
Gm37229	Smarcb1	Leukemia
Gm37596	Smarcb1	Leukemia
Gm37821	Smarcb1	Leukemia
Gm37971	Smarcb1	Leukemia
Gm38324	Smarcb1	Leukemia
Gm38326	Smarcb1	Leukemia
Gm38389	Smarcb1	Leukemia
Gm38398	Smarcb1	Leukemia
Gm3848	Smarcb1	Leukemia
Gm38554	Smarcb1	Leukemia
Gm38708	Smarcb1	Leukemia
Gm38811	Smarcb1	Leukemia
Gm39128	Smarcb1	Leukemia
Gm39129	Smarcb1	Leukemia
Gm39149	Smarcb1	Leukemia
Gm39232	Smarcb1	Leukemia
Gm3924	Smarcb1	Leukemia
Gm39383	Smarcb1	Leukemia
Gm39384	Smarcb1	Leukemia
Gm39459	Smarcb1	Leukemia
Gm39822	Smarcb1	Leukemia
Gm3985	Smarcb1	Leukemia
Gm40263	Smarcb1	Leukemia
Gm40293	Smarcb1	Leukemia
Gm40662	Smarcb1	Leukemia
Gm40663	Smarcb1	Leukemia
Gm41002	Smarcb1	Leukemia
Gm41230	Smarcb1	Leukemia
Gm41333	Smarcb1	Leukemia
Gm41335	Smarcb1	Leukemia
Gm41561	Smarcb1	Leukemia
Gm4166	Smarcb1	Leukemia
Gm42439	Smarcb1	Leukemia
Gm4279	Smarcb1	Leukemia
Gm42800	Smarcb1	Leukemia
Gm42836	Smarcb1	Leukemia
Gm4285	Smarcb1	Leukemia
Gm42882	Smarcb1	Leukemia
Gm42912	Smarcb1	Leukemia
Gm43021	Smarcb1	Leukemia
Gm43091	Smarcb1	Leukemia
Gm43131	Smarcb1	Leukemia
Gm43135	Smarcb1	Leukemia
Gm43256	Smarcb1	Leukemia
Gm43303	Smarcb1	Leukemia
Gm43348	Smarcb1	Leukemia
Gm43349	Smarcb1	Leukemia
Gm43458	Smarcb1	Leukemia
Gm43492	Smarcb1	Leukemia
Gm43538	Smarcb1	Leukemia
Gm43549	Smarcb1	Leukemia
Gm43560	Smarcb1	Leukemia
Gm43566	Smarcb1	Leukemia
Gm43634	Smarcb1	Leukemia
Gm43640	Smarcb1	Leukemia
Gm43674	Smarcb1	Leukemia
Gm43701	Smarcb1	Leukemia
Gm43727	Smarcb1	Leukemia
Gm43728	Smarcb1	Leukemia
Gm43791	Smarcb1	Leukemia
Gm4409	Smarcb1	Leukemia
Gm44097	Smarcb1	Leukemia
Gm44127	Smarcb1	Leukemia
Gm44129	Smarcb1	Leukemia
Gm44684	Smarcb1	Leukemia
Gm44689	Smarcb1	Leukemia
Gm44696	Smarcb1	Leukemia
Gm44753	Smarcb1	Leukemia
Gm44761	Smarcb1	Leukemia
Gm44827	Smarcb1	Leukemia
Gm44867	Smarcb1	Leukemia
Gm44920	Smarcb1	Leukemia
Gm44968	Smarcb1	Leukemia
Gm45075	Smarcb1	Leukemia
Gm45145	Smarcb1	Leukemia
Gm45181	Smarcb1	Leukemia
Gm45202	Smarcb1	Leukemia
Gm45307	Smarcb1	Leukemia
Gm45323	Smarcb1	Leukemia
Gm45353	Smarcb1	Leukemia
Gm45397	Smarcb1	Leukemia
Gm45474	Smarcb1	Leukemia
Gm45515	Smarcb1	Leukemia
Gm45518	Smarcb1	Leukemia
Gm45591	Smarcb1	Leukemia
Gm45627	Smarcb1	Leukemia
Gm45732	Smarcb1	Leukemia
Gm45733	Smarcb1	Leukemia
Gm45894	Smarcb1	Leukemia
Gm45903	Smarcb1	Leukemia
Gm46212	Smarcb1	Leukemia
Gm4632	Smarcb1	Leukemia
Gm46348	Smarcb1	Leukemia
Gm46430	Smarcb1	Leukemia
Gm47007	Smarcb1	Leukemia
Gm4710	Smarcb1	Leukemia
Gm47113	Smarcb1	Leukemia
Gm4719	Smarcb1	Leukemia
Gm47235	Smarcb1	Leukemia
Gm47357	Smarcb1	Leukemia
Gm47371	Smarcb1	Leukemia
Gm47461	Smarcb1	Leukemia
Gm47465	Smarcb1	Leukemia
Gm47566	Smarcb1	Leukemia
Gm47604	Smarcb1	Leukemia
Gm47648	Smarcb1	Leukemia
Gm47691	Smarcb1	Leukemia
Gm47770	Smarcb1	Leukemia
Gm47781	Smarcb1	Leukemia
Gm47789	Smarcb1	Leukemia
Gm47828	Smarcb1	Leukemia
Gm47839	Smarcb1	Leukemia
Gm47843	Smarcb1	Leukemia
Gm47895	Smarcb1	Leukemia
Gm47916	Smarcb1	Leukemia
Gm47927	Smarcb1	Leukemia
Gm4793	Smarcb1	Leukemia
Gm48053	Smarcb1	Leukemia
Gm48065	Smarcb1	Leukemia
Gm48093	Smarcb1	Leukemia
Gm48159	Smarcb1	Leukemia
Gm48189	Smarcb1	Leukemia
Gm48199	Smarcb1	Leukemia
Gm48306	Smarcb1	Leukemia
Gm48311	Smarcb1	Leukemia
Gm48324	Smarcb1	Leukemia
Gm48384	Smarcb1	Leukemia
Gm48423	Smarcb1	Leukemia
Gm48439	Smarcb1	Leukemia
Gm48491	Smarcb1	Leukemia
Gm48503	Smarcb1	Leukemia
Gm48597	Smarcb1	Leukemia
Gm4861	Smarcb1	Leukemia
Gm48614	Smarcb1	Leukemia
Gm4872	Smarcb1	Leukemia
Gm48723	Smarcb1	Leukemia
Gm48796	Smarcb1	Leukemia
Gm48801	Smarcb1	Leukemia
Gm48833	Smarcb1	Leukemia
Gm48845	Smarcb1	Leukemia
Gm48867	Smarcb1	Leukemia
Gm48954	Smarcb1	Leukemia
Gm48969	Smarcb1	Leukemia
Gm48977	Smarcb1	Leukemia
Gm49008	Smarcb1	Leukemia
Gm49076	Smarcb1	Leukemia
Gm49224	Smarcb1	Leukemia
Gm49249	Smarcb1	Leukemia
Gm49262	Smarcb1	Leukemia
Gm49263	Smarcb1	Leukemia
Gm49289	Smarcb1	Leukemia
Gm49503	Smarcb1	Leukemia
Gm49602	Smarcb1	Leukemia
Gm49625	Smarcb1	Leukemia
Gm49723	Smarcb1	Leukemia
Gm49735	Smarcb1	Leukemia
Gm49754	Smarcb1	Leukemia
Gm49794	Smarcb1	Leukemia
Gm49795	Smarcb1	Leukemia
Gm49872	Smarcb1	Leukemia
Gm49901	Smarcb1	Leukemia
Gm49938	Smarcb1	Leukemia
Gm49967	Smarcb1	Leukemia
Gm49981	Smarcb1	Leukemia
Gm49984	Smarcb1	Leukemia
Gm49999	Smarcb1	Leukemia
Gm50035	Smarcb1	Leukemia
Gm50115	Smarcb1	Leukemia
Gm50191	Smarcb1	Leukemia
Gm50201	Smarcb1	Leukemia
Gm50215	Smarcb1	Leukemia
Gm50251	Smarcb1	Leukemia
Gm50276	Smarcb1	Leukemia
Gm50287	Smarcb1	Leukemia
Gm50294	Smarcb1	Leukemia
Gm50311	Smarcb1	Leukemia
Gm5039	Smarcb1	Leukemia
Gm50395	Smarcb1	Leukemia
Gm50401	Smarcb1	Leukemia
Gm50412	Smarcb1	Leukemia
Gm5111	Smarcb1	Leukemia
Gm5122	Smarcb1	Leukemia
Gm5148	Smarcb1	Leukemia
Gm5532	Smarcb1	Leukemia
Gm5617	Smarcb1	Leukemia
Gm5907	Smarcb1	Leukemia
Gm6093	Smarcb1	Leukemia
Gm6116	Smarcb1	Leukemia
Gm6277	Smarcb1	Leukemia
Gm7457	Smarcb1	Leukemia
Gm7480	Smarcb1	Leukemia
Gm829	Smarcb1	Leukemia
Gm8300	Smarcb1	Leukemia
Gm8332	Smarcb1	Leukemia
Gm9484	Smarcb1	Leukemia
Gm9750	Smarcb1	Leukemia
Gm9776	Smarcb1	Leukemia
Gm9833	Smarcb1	Leukemia
Gm9887	Smarcb1	Leukemia
Gm9913	Smarcb1	Leukemia
Gnaz	Smarcb1	Leukemia
Gnl2	Smarcb1	Leukemia
Gorab	Smarcb1	Leukemia
Gp1ba	Smarcb1	Leukemia
Gpatch2	Smarcb1	Leukemia
Gpr52	Smarcb1	Leukemia
Grem2	Smarcb1	Leukemia
Gria2	Smarcb1	Leukemia
Gsap	Smarcb1	Leukemia
Gsdmc4	Smarcb1	Leukemia
Gspt1	Smarcb1	Leukemia
Gtdc1	Smarcb1	Leukemia
Gtf2f2	Smarcb1	Leukemia
Gtf3a	Smarcb1	Leukemia
Gtf3c5	Smarcb1	Leukemia
Gtpbp4	Smarcb1	Leukemia
Gulp1	Smarcb1	Leukemia
Gxylt1	Smarcb1	Leukemia
Gypc	Smarcb1	Leukemia
Gzmb	Smarcb1	Leukemia
H2-Eb2	Smarcb1	Leukemia
H2afy	Smarcb1	Leukemia
H60c	Smarcb1	Leukemia
Hacd4	Smarcb1	Leukemia
Hadh	Smarcb1	Leukemia
Has3	Smarcb1	Leukemia
Hebp2	Smarcb1	Leukemia
Hectd1	Smarcb1	Leukemia
Helz	Smarcb1	Leukemia
Hgf	Smarcb1	Leukemia
Hgfac	Smarcb1	Leukemia
Hhat	Smarcb1	Leukemia
Hist1h1t	Smarcb1	Leukemia
Hist1h4d	Smarcb1	Leukemia
Hivep2	Smarcb1	Leukemia
Hivep3	Smarcb1	Leukemia
Hjv	Smarcb1	Leukemia
Hmgn2	Smarcb1	Leukemia
Hnf4aos	Smarcb1	Leukemia
Hnrnpa3	Smarcb1	Leukemia
Homer3	Smarcb1	Leukemia
Hoxa11	Smarcb1	Leukemia
Hpse	Smarcb1	Leukemia
Hrh2	Smarcb1	Leukemia
Hrk	Smarcb1	Leukemia
Hspa12b	Smarcb1	Leukemia
Htr1b	Smarcb1	Leukemia
Htr5a	Smarcb1	Leukemia
Hunk	Smarcb1	Leukemia
Huwe1	Smarcb1	Leukemia
I730030J21Rik	Smarcb1	Leukemia
Id1	Smarcb1	Leukemia
Ide	Smarcb1	Leukemia
Ifi202b	Smarcb1	Leukemia
Igdcc3	Smarcb1	Leukemia
Ighv1-12	Smarcb1	Leukemia
Ighv1-14	Smarcb1	Leukemia
Ighv1-27	Smarcb1	Leukemia
Ighv1-85	Smarcb1	Leukemia
Ighv14-2	Smarcb1	Leukemia
Ighv4-1	Smarcb1	Leukemia
Ighv7-2	Smarcb1	Leukemia
Ighv8-10	Smarcb1	Leukemia
Ikbkb	Smarcb1	Leukemia
Ikzf1	Smarcb1	Leukemia
Il12rb2	Smarcb1	Leukemia
Il1r2	Smarcb1	Leukemia
Il33	Smarcb1	Leukemia
Il9	Smarcb1	Leukemia
Inf2	Smarcb1	Leukemia
Inip	Smarcb1	Leukemia
Insr	Smarcb1	Leukemia
Insyn1	Smarcb1	Leukemia
Ints13	Smarcb1	Leukemia
Isoc1	Smarcb1	Leukemia
Itgax	Smarcb1	Leukemia
Itgb3	Smarcb1	Leukemia
Itgb6	Smarcb1	Leukemia
Itln1	Smarcb1	Leukemia
Itpr2	Smarcb1	Leukemia
Itpripl2	Smarcb1	Leukemia
Ivl	Smarcb1	Leukemia
Jak1	Smarcb1	Leukemia
Jam2	Smarcb1	Leukemia
Jdp2	Smarcb1	Leukemia
Jup	Smarcb1	Leukemia
Kap	Smarcb1	Leukemia
Kbtbd13	Smarcb1	Leukemia
Kcmf1	Smarcb1	Leukemia
Kcnd3os	Smarcb1	Leukemia
Kcnip4	Smarcb1	Leukemia
Kcnj11	Smarcb1	Leukemia
Kcnj6	Smarcb1	Leukemia
Kcnk5	Smarcb1	Leukemia
Kcnn2	Smarcb1	Leukemia
Kcnq5	Smarcb1	Leukemia
Kcnt1	Smarcb1	Leukemia
Kctd4	Smarcb1	Leukemia
Kdm4b	Smarcb1	Leukemia
Khdc1a	Smarcb1	Leukemia
Khdc1b	Smarcb1	Leukemia
Kif13b	Smarcb1	Leukemia
Kif17	Smarcb1	Leukemia
Kif23	Smarcb1	Leukemia
Kifap3	Smarcb1	Leukemia
Kirrel3	Smarcb1	Leukemia
Kirrel3os	Smarcb1	Leukemia
Klhdc10	Smarcb1	Leukemia
Klhl2	Smarcb1	Leukemia
Klrb1f	Smarcb1	Leukemia
Kremen1	Smarcb1	Leukemia
Krtap13	Smarcb1	Leukemia
Ksr1	Smarcb1	Leukemia
Ky	Smarcb1	Leukemia
Lactbl1	Smarcb1	Leukemia
Lama2	Smarcb1	Leukemia
Lamc1	Smarcb1	Leukemia
Lars2	Smarcb1	Leukemia
Lbx1	Smarcb1	Leukemia
Ldah	Smarcb1	Leukemia
Ldhd	Smarcb1	Leukemia
Ldlrad1	Smarcb1	Leukemia
Lef1os1	Smarcb1	Leukemia
Leo1	Smarcb1	Leukemia
Leprotl1	Smarcb1	Leukemia
Lhfpl4	Smarcb1	Leukemia
Lims2	Smarcb1	Leukemia
Lipm	Smarcb1	Leukemia
Llgl2	Smarcb1	Leukemia
Lmo7	Smarcb1	Leukemia
Lncbate6	Smarcb1	Leukemia
Lpcat1	Smarcb1	Leukemia
Lrp5	Smarcb1	Leukemia
Lrrc6	Smarcb1	Leukemia
Lrrk1	Smarcb1	Leukemia
Lrrn2	Smarcb1	Leukemia
Lsm6	Smarcb1	Leukemia
Lsr	Smarcb1	Leukemia
Lypd2	Smarcb1	Leukemia
M1ap	Smarcb1	Leukemia
Macrod2	Smarcb1	Leukemia
Mad1l1	Smarcb1	Leukemia
Madd	Smarcb1	Leukemia
Mafb	Smarcb1	Leukemia
Mafk	Smarcb1	Leukemia
Magi1	Smarcb1	Leukemia
Magohb	Smarcb1	Leukemia
Malrd1	Smarcb1	Leukemia
Man1c1	Smarcb1	Leukemia
Map3k19	Smarcb1	Leukemia
Map3k5	Smarcb1	Leukemia
Map3k7cl	Smarcb1	Leukemia
Map3k8	Smarcb1	Leukemia
Map7	Smarcb1	Leukemia
Marco	Smarcb1	Leukemia
Mast4	Smarcb1	Leukemia
Matk	Smarcb1	Leukemia
Mbd1	Smarcb1	Leukemia
Mboat2	Smarcb1	Leukemia
Mc1r	Smarcb1	Leukemia
Mc5r	Smarcb1	Leukemia
Mcf2l	Smarcb1	Leukemia
Mcm3ap	Smarcb1	Leukemia
Mef2c	Smarcb1	Leukemia
Meiob	Smarcb1	Leukemia
Mettl4	Smarcb1	Leukemia
Mfsd4b5	Smarcb1	Leukemia
Mgat5	Smarcb1	Leukemia
Mgl2	Smarcb1	Leukemia
Mical2	Smarcb1	Leukemia
Mir155hg	Smarcb1	Leukemia
Mir205hg	Smarcb1	Leukemia
Mirg	Smarcb1	Leukemia
Mixl1	Smarcb1	Leukemia
Mkrn2os	Smarcb1	Leukemia
Mllt3	Smarcb1	Leukemia
Mmd	Smarcb1	Leukemia
Mmp8	Smarcb1	Leukemia
Mn1	Smarcb1	Leukemia
Morn1	Smarcb1	Leukemia
Mpeg1	Smarcb1	Leukemia
Mpp4	Smarcb1	Leukemia
Mpzl1	Smarcb1	Leukemia
Mrgpra1	Smarcb1	Leukemia
Mrgpra2a	Smarcb1	Leukemia
Mrgpra3	Smarcb1	Leukemia
Mrgpra6	Smarcb1	Leukemia
Mrgpra9	Smarcb1	Leukemia
Mroh2b	Smarcb1	Leukemia
Mroh8	Smarcb1	Leukemia
Mrpl15	Smarcb1	Leukemia
Mrpl33	Smarcb1	Leukemia
Mrpl41	Smarcb1	Leukemia
Mrps11	Smarcb1	Leukemia
Mrps23	Smarcb1	Leukemia
Mrps26	Smarcb1	Leukemia
Mrps28	Smarcb1	Leukemia
Mrps31	Smarcb1	Leukemia
Mrtfb	Smarcb1	Leukemia
Mrvi1	Smarcb1	Leukemia
Msh2	Smarcb1	Leukemia
Msh4	Smarcb1	Leukemia
Msi2	Smarcb1	Leukemia
Msl3l2	Smarcb1	Leukemia
Mst1	Smarcb1	Leukemia
Mt3	Smarcb1	Leukemia
Mt4	Smarcb1	Leukemia
Mta3	Smarcb1	Leukemia
Mtfp1	Smarcb1	Leukemia
Mtmr7	Smarcb1	Leukemia
Muc1	Smarcb1	Leukemia
Muc13	Smarcb1	Leukemia
Muc4	Smarcb1	Leukemia
Mxd3	Smarcb1	Leukemia
Myh14	Smarcb1	Leukemia
Myh3	Smarcb1	Leukemia
Mylip	Smarcb1	Leukemia
Myo1e	Smarcb1	Leukemia
Myof	Smarcb1	Leukemia
Myog	Smarcb1	Leukemia
Myom1	Smarcb1	Leukemia
Nadk	Smarcb1	Leukemia
Nat8f2	Smarcb1	Leukemia
Ncam2	Smarcb1	Leukemia
Nck2	Smarcb1	Leukemia
Ncoa3	Smarcb1	Leukemia
Ncoa7	Smarcb1	Leukemia
Ndel1	Smarcb1	Leukemia
Ndfip1	Smarcb1	Leukemia
Ndufa4	Smarcb1	Leukemia
Neb	Smarcb1	Leukemia
Nedd4	Smarcb1	Leukemia
Neil3	Smarcb1	Leukemia
Neurod1	Smarcb1	Leukemia
Nfatc1	Smarcb1	Leukemia
Nfatc2	Smarcb1	Leukemia
Nfil3	Smarcb1	Leukemia
Nid1	Smarcb1	Leukemia
Ninj2	Smarcb1	Leukemia
Nkx2-3	Smarcb1	Leukemia
Nmd3	Smarcb1	Leukemia
Npc2	Smarcb1	Leukemia
Nr1h4	Smarcb1	Leukemia
Nrep	Smarcb1	Leukemia
Nrg3	Smarcb1	Leukemia
Nrgn	Smarcb1	Leukemia
Nrp1	Smarcb1	Leukemia
Nrsn2	Smarcb1	Leukemia
Nsmaf	Smarcb1	Leukemia
Nsmce1	Smarcb1	Leukemia
Ntng1	Smarcb1	Leukemia
Nuak1	Smarcb1	Leukemia
Nudt7	Smarcb1	Leukemia
Nwd1	Smarcb1	Leukemia
Nxnl2	Smarcb1	Leukemia
Nxpe5	Smarcb1	Leukemia
Nyx	Smarcb1	Leukemia
Obox6	Smarcb1	Leukemia
Ocm	Smarcb1	Leukemia
Odf2l	Smarcb1	Leukemia
Olfm3	Smarcb1	Leukemia
Olfml2b	Smarcb1	Leukemia
Olfr1062	Smarcb1	Leukemia
Olfr1226	Smarcb1	Leukemia
Olfr1258	Smarcb1	Leukemia
Olfr1301	Smarcb1	Leukemia
Olfr1330	Smarcb1	Leukemia
Olfr1342	Smarcb1	Leukemia
Olfr140	Smarcb1	Leukemia
Olfr1402	Smarcb1	Leukemia
Olfr19	Smarcb1	Leukemia
Olfr462	Smarcb1	Leukemia
Olfr524	Smarcb1	Leukemia
Olfr525	Smarcb1	Leukemia
Olfr871	Smarcb1	Leukemia
Opa1	Smarcb1	Leukemia
Ophn1	Smarcb1	Leukemia
Oprm1	Smarcb1	Leukemia
Otol1	Smarcb1	Leukemia
Otor	Smarcb1	Leukemia
Ovol3	Smarcb1	Leukemia
Oxr1	Smarcb1	Leukemia
Pakap	Smarcb1	Leukemia
Pank3	Smarcb1	Leukemia
Papolb	Smarcb1	Leukemia
Paqr5	Smarcb1	Leukemia
Parm1	Smarcb1	Leukemia
Parp8	Smarcb1	Leukemia
Parvg	Smarcb1	Leukemia
Pax9	Smarcb1	Leukemia
Pde4a	Smarcb1	Leukemia
Pde4d	Smarcb1	Leukemia
Pde5a	Smarcb1	Leukemia
Pde6b	Smarcb1	Leukemia
Pdk1	Smarcb1	Leukemia
Pdlim1	Smarcb1	Leukemia
Pdlim5	Smarcb1	Leukemia
Pdzph1	Smarcb1	Leukemia
Pef1	Smarcb1	Leukemia
Pgr	Smarcb1	Leukemia
Pigm	Smarcb1	Leukemia
Pih1d3	Smarcb1	Leukemia
Pik3c2g	Smarcb1	Leukemia
Pik3cd	Smarcb1	Leukemia
Pim3	Smarcb1	Leukemia
Pip5k1b	Smarcb1	Leukemia
Pitpnm2os2	Smarcb1	Leukemia
Pja2	Smarcb1	Leukemia
Pkdcc	Smarcb1	Leukemia
Pklr	Smarcb1	Leukemia
Platr16	Smarcb1	Leukemia
Platr19	Smarcb1	Leukemia
Plcxd2	Smarcb1	Leukemia
Plekha6	Smarcb1	Leukemia
Plekhf1	Smarcb1	Leukemia
Plpp3	Smarcb1	Leukemia
Plxdc1	Smarcb1	Leukemia
Plxdc2	Smarcb1	Leukemia
Plxna4os1	Smarcb1	Leukemia
Pmepa1	Smarcb1	Leukemia
Pmepa1os	Smarcb1	Leukemia
Pnoc	Smarcb1	Leukemia
Podnl1	Smarcb1	Leukemia
Polr2a	Smarcb1	Leukemia
Polr2m	Smarcb1	Leukemia
Pomgnt2	Smarcb1	Leukemia
Ppef1	Smarcb1	Leukemia
Ppfia1	Smarcb1	Leukemia
Ppm1h	Smarcb1	Leukemia
Ppp1r15b	Smarcb1	Leukemia
Ppp1r9b	Smarcb1	Leukemia
Ppp2r3a	Smarcb1	Leukemia
Ppp6c	Smarcb1	Leukemia
Ppt1	Smarcb1	Leukemia
Prep	Smarcb1	Leukemia
Prickle1	Smarcb1	Leukemia
Prkca	Smarcb1	Leukemia
Prmt5	Smarcb1	Leukemia
Prokr1	Smarcb1	Leukemia
Prr5l	Smarcb1	Leukemia
Prrc2b	Smarcb1	Leukemia
Prrg1	Smarcb1	Leukemia
Prrxl1	Smarcb1	Leukemia
Prss38	Smarcb1	Leukemia
Prss51	Smarcb1	Leukemia
Prxl2a	Smarcb1	Leukemia
Psd3	Smarcb1	Leukemia
Psg19	Smarcb1	Leukemia
Psmb7	Smarcb1	Leukemia
Psmd7	Smarcb1	Leukemia
Pth	Smarcb1	Leukemia
Ptpn1	Smarcb1	Leukemia
Ptpn11	Smarcb1	Leukemia
Ptpra	Smarcb1	Leukemia
Ptprf	Smarcb1	Leukemia
Ptprg	Smarcb1	Leukemia
Ptprk	Smarcb1	Leukemia
Pura	Smarcb1	Leukemia
Pwwp2a	Smarcb1	Leukemia
Qrfprl	Smarcb1	Leukemia
Qsox1	Smarcb1	Leukemia
Rab11fip4	Smarcb1	Leukemia
Rab11fip4os2	Smarcb1	Leukemia
Rab2a	Smarcb1	Leukemia
Rab38	Smarcb1	Leukemia
Rab3c	Smarcb1	Leukemia
Raf1	Smarcb1	Leukemia
Ralgps1	Smarcb1	Leukemia
Ramp1	Smarcb1	Leukemia
Rap2a	Smarcb1	Leukemia
Rapgef5	Smarcb1	Leukemia
Raph1	Smarcb1	Leukemia
Rasa1	Smarcb1	Leukemia
Rasa2	Smarcb1	Leukemia
Rasgrp1	Smarcb1	Leukemia
Rasl10b	Smarcb1	Leukemia
Rasl11a	Smarcb1	Leukemia
Rassf5	Smarcb1	Leukemia
Rb1	Smarcb1	Leukemia
Rbak	Smarcb1	Leukemia
Rbakdn	Smarcb1	Leukemia
Rbm6	Smarcb1	Leukemia
Rbms3	Smarcb1	Leukemia
Rcan2	Smarcb1	Leukemia
Rdm1	Smarcb1	Leukemia
Rflna	Smarcb1	Leukemia
Rfx4	Smarcb1	Leukemia
Rgs13	Smarcb1	Leukemia
Rgs9bp	Smarcb1	Leukemia
Rhbdl3	Smarcb1	Leukemia
Rhobtb1	Smarcb1	Leukemia
Ripor3	Smarcb1	Leukemia
Rlf	Smarcb1	Leukemia
Rln1	Smarcb1	Leukemia
Rnd3	Smarcb1	Leukemia
Rnf180	Smarcb1	Leukemia
Rnf207	Smarcb1	Leukemia
Rnf213	Smarcb1	Leukemia
Rnf217	Smarcb1	Leukemia
Rngtt	Smarcb1	Leukemia
Rnpep	Smarcb1	Leukemia
Rp9	Smarcb1	Leukemia
Rpl10l	Smarcb1	Leukemia
Rpl38	Smarcb1	Leukemia
Rplp1	Smarcb1	Leukemia
Rprm	Smarcb1	Leukemia
Rps19bp1	Smarcb1	Leukemia
Rps20	Smarcb1	Leukemia
Rps6ka2	Smarcb1	Leukemia
Rrn3	Smarcb1	Leukemia
Rtl6	Smarcb1	Leukemia
Rtn4r	Smarcb1	Leukemia
Runx1t1	Smarcb1	Leukemia
Runx2os2	Smarcb1	Leukemia
Runx2os3	Smarcb1	Leukemia
S1pr1	Smarcb1	Leukemia
S1pr3	Smarcb1	Leukemia
Samm50	Smarcb1	Leukemia
Saraf	Smarcb1	Leukemia
Scd4	Smarcb1	Leukemia
Scfd2	Smarcb1	Leukemia
Scn11a	Smarcb1	Leukemia
Sdk2	Smarcb1	Leukemia
Secisbp2	Smarcb1	Leukemia
Selenok-ps1	Smarcb1	Leukemia
